1962;1,71023E+13
1967;1,71368E+11
1972;1,71045E+11
1977;1,71336E+11
1982;1,70972E+11
1987;1,69161E+11
1992;1,71102E+11
1997;1,70591E+11
2002;1,71377E+11
2007;1,71372E+11
2012;1,71234E+11
2017;1,74718E+11
